name,category,price,rating,description
Table Lamp,Home & Kitchen,49052.43,4.5,Home & Kitchen
Sofa Cover,Home & Kitchen,2435.97,2.3,Home & Kitchen
Table Lamp,Home & Kitchen,48128.02,3.2,Home & Kitchen
Perfume,Beauty,47111.56,2.9,Beauty
Educational Book,Books,8091.3,2.0,Books
Bedsheet,Home & Kitchen,43217.1,2.6,Home & Kitchen
Jacket,Clothing,35592.76,4.6,Clothing
Hair Dryer,Beauty,9534.89,4.2,Beauty
Shampoo,Beauty,46990.87,1.7,Beauty
Table Lamp,Home & Kitchen,31137.03,2.6,Home & Kitchen
Laptop,Electronics,35821.16,2.1,Electronics
Shampoo,Beauty,28156.95,2.7,Beauty
Lipstick,Beauty,9335.19,3.9,Beauty
T-Shirt,Clothing,25114.77,3.6,Clothing
Lipstick,Beauty,19961.03,2.9,Beauty
Laptop,Electronics,38488.04,1.1,Electronics
Perfume,Beauty,20202.56,3.6,Beauty
Headphones,Electronics,39008.37,2.2,Electronics
Perfume,Beauty,9946.27,1.1,Beauty
T-Shirt,Clothing,7994.76,1.5,Clothing
Cookware Set,Home & Kitchen,6341.62,4.4,Home & Kitchen
Jeans,Clothing,37503.57,1.8,Clothing
Fiction Novel,Books,36760.35,1.5,Books
Jacket,Clothing,38023.86,2.1,Clothing
Dress,Clothing,17983.34,1.5,Clothing
Bedsheet,Home & Kitchen,25457.34,4.3,Home & Kitchen
Self-Help Book,Books,26220.67,3.3,Books
Educational Book,Books,48670.07,4.2,Books
Smartphone,Electronics,12197.36,3.5,Electronics
Tablet,Electronics,14488.22,2.7,Electronics
Table Lamp,Home & Kitchen,33547.94,1.1,Home & Kitchen
Sneakers,Clothing,4800.26,2.2,Clothing
Cookware Set,Home & Kitchen,36429.57,4.6,Home & Kitchen
Tablet,Electronics,29775.43,4.6,Electronics
Perfume,Beauty,10736.32,3.7,Beauty
Self-Help Book,Books,8005.02,2.5,Books
Perfume,Beauty,32078.48,4.5,Beauty
Smartwatch,Electronics,31277.18,3.0,Electronics
Headphones,Electronics,31094.13,2.7,Electronics
Comic Book,Books,15881.67,4.3,Books
Jacket,Clothing,16129.77,1.0,Clothing
Hair Dryer,Beauty,39478.69,2.7,Beauty
Comic Book,Books,29635.8,1.2,Books
Smartwatch,Electronics,7892.27,1.1,Electronics
Tablet,Electronics,45112.24,4.7,Electronics
Jeans,Clothing,26527.78,3.7,Clothing
Cookware Set,Home & Kitchen,37170.4,3.7,Home & Kitchen
Jeans,Clothing,47535.79,1.8,Clothing
Bedsheet,Home & Kitchen,30252.89,4.1,Home & Kitchen
Sneakers,Clothing,3126.9,1.9,Clothing
Self-Help Book,Books,40295.47,2.8,Books
Perfume,Beauty,462.0,3.4,Beauty
Lipstick,Beauty,22475.54,1.6,Beauty
Headphones,Electronics,19218.55,4.5,Electronics
Smartwatch,Electronics,31162.39,3.4,Electronics
Hair Dryer,Beauty,16017.54,3.5,Beauty
Cookware Set,Home & Kitchen,19008.81,4.2,Home & Kitchen
Headphones,Electronics,22353.43,1.3,Electronics
Mixer Grinder,Home & Kitchen,30122.28,4.8,Home & Kitchen
Tablet,Electronics,7289.72,1.9,Electronics
Smartwatch,Electronics,32122.43,2.8,Electronics
Sneakers,Clothing,43852.34,4.2,Clothing
Bedsheet,Home & Kitchen,23005.86,4.8,Home & Kitchen
Sneakers,Clothing,48580.6,3.0,Clothing
Face Cream,Beauty,10320.87,2.8,Beauty
Cookware Set,Home & Kitchen,43149.24,1.9,Home & Kitchen
Self-Help Book,Books,567.81,4.5,Books
Comic Book,Books,6705.43,4.5,Books
T-Shirt,Clothing,29974.35,3.1,Clothing
Tablet,Electronics,5739.3,4.6,Electronics
Jeans,Clothing,21417.72,4.5,Clothing
Table Lamp,Home & Kitchen,25404.68,4.6,Home & Kitchen
Mixer Grinder,Home & Kitchen,27582.01,1.5,Home & Kitchen
Bedsheet,Home & Kitchen,23584.89,4.1,Home & Kitchen
Educational Book,Books,24444.89,1.2,Books
Dress,Clothing,8080.22,3.6,Clothing
Lipstick,Beauty,27860.8,2.6,Beauty
Fiction Novel,Books,30468.47,1.7,Books
Lipstick,Beauty,7718.78,1.1,Beauty
Face Cream,Beauty,34866.42,3.6,Beauty
Sneakers,Clothing,5369.5,3.2,Clothing
Perfume,Beauty,18338.76,4.0,Beauty
Headphones,Electronics,48287.49,1.1,Electronics
T-Shirt,Clothing,18161.01,2.3,Clothing
Jeans,Clothing,21064.01,1.9,Clothing
Fiction Novel,Books,8598.22,1.4,Books
Smartwatch,Electronics,27897.4,1.8,Electronics
Lipstick,Beauty,3153.16,4.4,Beauty
Headphones,Electronics,25634.9,4.3,Electronics
Smartphone,Electronics,9427.83,4.2,Electronics
Shampoo,Beauty,22564.13,3.2,Beauty
Sneakers,Clothing,47288.95,3.1,Clothing
Educational Book,Books,24537.79,1.6,Books
Smartwatch,Electronics,22226.76,4.7,Electronics
Hair Dryer,Beauty,14103.34,1.6,Beauty
Sofa Cover,Home & Kitchen,19376.32,4.5,Home & Kitchen
Educational Book,Books,41619.15,4.9,Books
Cookware Set,Home & Kitchen,14084.61,4.9,Home & Kitchen
Smartwatch,Electronics,25935.66,3.7,Electronics
Smartwatch,Electronics,30657.64,4.8,Electronics
Dress,Clothing,13596.18,2.9,Clothing
Hair Dryer,Beauty,28379.75,4.4,Beauty
Dress,Clothing,12422.09,3.4,Clothing
Shampoo,Beauty,18747.94,2.2,Beauty
Smartwatch,Electronics,35524.56,2.0,Electronics
T-Shirt,Clothing,36454.63,4.3,Clothing
Laptop,Electronics,23249.27,2.2,Electronics
Shampoo,Beauty,48842.53,2.7,Beauty
Tablet,Electronics,21881.01,3.5,Electronics
Educational Book,Books,38964.36,3.9,Books
Sofa Cover,Home & Kitchen,1435.38,2.0,Home & Kitchen
Laptop,Electronics,2536.16,1.8,Electronics
Headphones,Electronics,21992.38,3.9,Electronics
Lipstick,Beauty,20194.2,3.1,Beauty
Jacket,Clothing,18789.81,2.0,Clothing
Laptop,Electronics,33027.63,1.5,Electronics
Shampoo,Beauty,44953.24,1.1,Beauty
Jacket,Clothing,47047.23,3.0,Clothing
Headphones,Electronics,34358.78,2.4,Electronics
Lipstick,Beauty,12779.59,2.8,Beauty
Cookbook,Books,30878.47,2.5,Books
Face Cream,Beauty,24227.24,2.7,Beauty
Jeans,Clothing,15282.31,2.1,Clothing
Lipstick,Beauty,46933.96,2.5,Beauty
Perfume,Beauty,14622.12,4.9,Beauty
Cookbook,Books,34830.28,2.9,Books
Perfume,Beauty,43118.19,4.0,Beauty
Cookbook,Books,29885.36,4.1,Books
Educational Book,Books,7728.33,3.9,Books
Cookware Set,Home & Kitchen,36096.74,1.8,Home & Kitchen
T-Shirt,Clothing,19275.66,1.8,Clothing
Sofa Cover,Home & Kitchen,15387.59,1.0,Home & Kitchen
Smartphone,Electronics,23806.64,2.5,Electronics
Hair Dryer,Beauty,28568.97,1.0,Beauty
Laptop,Electronics,40753.52,4.2,Electronics
Tablet,Electronics,38571.81,1.2,Electronics
Smartphone,Electronics,25161.91,3.4,Electronics
Perfume,Beauty,12124.19,4.7,Beauty
Educational Book,Books,2013.64,3.8,Books
Bedsheet,Home & Kitchen,6002.25,3.5,Home & Kitchen
Self-Help Book,Books,31332.42,1.4,Books
Bedsheet,Home & Kitchen,17539.19,3.9,Home & Kitchen
Fiction Novel,Books,14865.47,1.6,Books
Dress,Clothing,48130.6,4.0,Clothing
Educational Book,Books,8970.27,1.1,Books
Headphones,Electronics,14359.73,4.4,Electronics
Perfume,Beauty,17009.73,3.7,Beauty
T-Shirt,Clothing,10385.24,4.7,Clothing
Tablet,Electronics,28261.1,4.3,Electronics
Jeans,Clothing,23320.94,3.2,Clothing
T-Shirt,Clothing,16038.0,2.3,Clothing
Sneakers,Clothing,43719.71,3.4,Clothing
Cookbook,Books,19669.48,2.0,Books
Lipstick,Beauty,27396.01,4.9,Beauty
Jacket,Clothing,13763.17,3.6,Clothing
Cookware Set,Home & Kitchen,6421.63,1.5,Home & Kitchen
Self-Help Book,Books,4617.2,3.8,Books
T-Shirt,Clothing,6022.31,3.5,Clothing
Face Cream,Beauty,38968.52,3.9,Beauty
Laptop,Electronics,20435.34,3.8,Electronics
Tablet,Electronics,25115.71,2.5,Electronics
Headphones,Electronics,36115.48,3.0,Electronics
Table Lamp,Home & Kitchen,13372.74,1.7,Home & Kitchen
Educational Book,Books,32472.59,1.0,Books
Fiction Novel,Books,12097.46,4.2,Books
Cookbook,Books,34446.42,2.4,Books
Educational Book,Books,13420.4,4.7,Books
Comic Book,Books,20686.94,4.1,Books
Headphones,Electronics,29418.33,3.3,Electronics
Self-Help Book,Books,6115.91,1.5,Books
Self-Help Book,Books,33404.12,2.7,Books
Jeans,Clothing,40046.19,1.2,Clothing
Self-Help Book,Books,22709.95,4.0,Books
Fiction Novel,Books,22315.58,2.6,Books
Jeans,Clothing,47608.93,4.2,Clothing
Jacket,Clothing,19846.64,3.3,Clothing
Fiction Novel,Books,5975.89,4.8,Books
Fiction Novel,Books,49409.89,4.1,Books
Dress,Clothing,13885.05,3.5,Clothing
Shampoo,Beauty,4080.78,4.9,Beauty
Headphones,Electronics,27306.31,3.8,Electronics
Cookware Set,Home & Kitchen,16580.24,4.6,Home & Kitchen
Comic Book,Books,12798.83,5.0,Books
Educational Book,Books,18574.12,3.3,Books
Cookware Set,Home & Kitchen,30836.98,1.1,Home & Kitchen
Sneakers,Clothing,48620.13,1.9,Clothing
Cookbook,Books,16390.44,4.2,Books
Face Cream,Beauty,18862.01,3.0,Beauty
Smartwatch,Electronics,11448.28,3.6,Electronics
Hair Dryer,Beauty,24384.05,3.0,Beauty
Perfume,Beauty,18179.43,4.3,Beauty
Cookware Set,Home & Kitchen,22430.51,4.5,Home & Kitchen
Sofa Cover,Home & Kitchen,10241.78,3.7,Home & Kitchen
Dress,Clothing,17800.74,2.9,Clothing
Comic Book,Books,16174.96,4.9,Books
Cookware Set,Home & Kitchen,2370.61,3.1,Home & Kitchen
Hair Dryer,Beauty,139.85,2.0,Beauty
Smartwatch,Electronics,2519.18,2.4,Electronics
Hair Dryer,Beauty,32626.32,2.9,Beauty
Smartphone,Electronics,14636.55,3.6,Electronics
Face Cream,Beauty,19549.44,1.7,Beauty
Headphones,Electronics,37195.73,2.7,Electronics
Sofa Cover,Home & Kitchen,34821.93,4.4,Home & Kitchen
Lipstick,Beauty,28630.92,4.2,Beauty
T-Shirt,Clothing,25059.36,2.4,Clothing
Sofa Cover,Home & Kitchen,47795.34,2.3,Home & Kitchen
Sneakers,Clothing,36918.2,3.2,Clothing
Lipstick,Beauty,3394.38,3.5,Beauty
Smartphone,Electronics,11142.38,3.3,Electronics
Cookware Set,Home & Kitchen,18602.85,4.3,Home & Kitchen
Jacket,Clothing,13557.11,1.3,Clothing
Mixer Grinder,Home & Kitchen,13559.18,1.0,Home & Kitchen
Tablet,Electronics,41926.03,3.6,Electronics
Lipstick,Beauty,12930.46,1.9,Beauty
Laptop,Electronics,37355.59,1.7,Electronics
Lipstick,Beauty,18385.32,3.8,Beauty
Cookbook,Books,5299.58,2.8,Books
Educational Book,Books,7649.41,1.6,Books
Mixer Grinder,Home & Kitchen,36950.98,3.0,Home & Kitchen
Comic Book,Books,2136.99,2.2,Books
Sofa Cover,Home & Kitchen,19693.93,1.9,Home & Kitchen
Sofa Cover,Home & Kitchen,16179.61,2.7,Home & Kitchen
Educational Book,Books,45910.23,1.6,Books
Lipstick,Beauty,6685.9,2.0,Beauty
Self-Help Book,Books,2258.89,2.0,Books
Educational Book,Books,25282.52,4.5,Books
Shampoo,Beauty,11461.72,3.0,Beauty
Shampoo,Beauty,17915.6,1.8,Beauty
Lipstick,Beauty,22703.03,5.0,Beauty
Headphones,Electronics,42210.82,2.8,Electronics
Sofa Cover,Home & Kitchen,7355.5,2.0,Home & Kitchen
Table Lamp,Home & Kitchen,13879.0,2.5,Home & Kitchen
Sofa Cover,Home & Kitchen,42604.95,3.0,Home & Kitchen
Smartwatch,Electronics,31265.89,4.9,Electronics
Dress,Clothing,20020.83,1.8,Clothing
Cookbook,Books,24680.19,3.5,Books
Lipstick,Beauty,22254.17,3.8,Beauty
Fiction Novel,Books,4226.03,2.8,Books
Bedsheet,Home & Kitchen,46315.8,2.4,Home & Kitchen
Smartwatch,Electronics,1320.32,2.0,Electronics
Cookbook,Books,9772.82,3.1,Books
Comic Book,Books,47666.18,2.3,Books
Jeans,Clothing,7673.62,4.6,Clothing
Sofa Cover,Home & Kitchen,41671.06,2.3,Home & Kitchen
Table Lamp,Home & Kitchen,15793.43,1.3,Home & Kitchen
Lipstick,Beauty,6767.81,2.1,Beauty
Lipstick,Beauty,1011.22,4.7,Beauty
Headphones,Electronics,13371.25,1.6,Electronics
Jeans,Clothing,28972.11,2.1,Clothing
Perfume,Beauty,17212.34,3.5,Beauty
Educational Book,Books,48742.0,1.1,Books
Smartphone,Electronics,19117.36,1.6,Electronics
Tablet,Electronics,847.39,4.0,Electronics
Mixer Grinder,Home & Kitchen,14796.32,1.2,Home & Kitchen
Face Cream,Beauty,5238.33,1.6,Beauty
Mixer Grinder,Home & Kitchen,31430.94,4.6,Home & Kitchen
Jeans,Clothing,27532.48,2.2,Clothing
Jeans,Clothing,41121.95,1.4,Clothing
Laptop,Electronics,12944.89,1.9,Electronics
T-Shirt,Clothing,4729.04,4.0,Clothing
Lipstick,Beauty,31512.97,2.1,Beauty
Smartwatch,Electronics,46891.65,2.9,Electronics
Dress,Clothing,34137.79,1.8,Clothing
Table Lamp,Home & Kitchen,41000.91,4.5,Home & Kitchen
Laptop,Electronics,7672.34,1.1,Electronics
Educational Book,Books,25186.79,3.8,Books
Shampoo,Beauty,41285.25,1.8,Beauty
Shampoo,Beauty,30435.75,3.1,Beauty
Laptop,Electronics,45786.56,1.4,Electronics
Fiction Novel,Books,26700.19,1.5,Books
Sneakers,Clothing,27367.02,1.4,Clothing
Tablet,Electronics,17213.3,1.7,Electronics
Mixer Grinder,Home & Kitchen,4084.62,4.3,Home & Kitchen
Table Lamp,Home & Kitchen,9213.55,2.5,Home & Kitchen
T-Shirt,Clothing,6114.55,3.7,Clothing
Comic Book,Books,21670.52,4.6,Books
Face Cream,Beauty,37528.53,1.6,Beauty
Smartphone,Electronics,46526.93,2.2,Electronics
Self-Help Book,Books,4042.56,3.7,Books
Cookware Set,Home & Kitchen,35777.51,3.2,Home & Kitchen
Bedsheet,Home & Kitchen,4160.52,3.8,Home & Kitchen
Laptop,Electronics,20754.92,1.9,Electronics
Comic Book,Books,34460.43,4.6,Books
Table Lamp,Home & Kitchen,22835.78,4.1,Home & Kitchen
Shampoo,Beauty,5361.18,3.0,Beauty
Jacket,Clothing,41996.61,2.1,Clothing
Perfume,Beauty,43606.83,3.6,Beauty
Smartwatch,Electronics,14290.07,2.3,Electronics
Laptop,Electronics,32760.67,1.0,Electronics
Comic Book,Books,26403.73,3.3,Books
Hair Dryer,Beauty,34069.64,3.0,Beauty
Table Lamp,Home & Kitchen,47284.54,2.4,Home & Kitchen
Smartwatch,Electronics,28678.88,3.7,Electronics
Face Cream,Beauty,44918.35,4.4,Beauty
Hair Dryer,Beauty,31727.37,1.7,Beauty
Bedsheet,Home & Kitchen,10766.58,4.2,Home & Kitchen
Lipstick,Beauty,25288.2,4.8,Beauty
Laptop,Electronics,35506.5,4.5,Electronics
Fiction Novel,Books,7682.98,4.8,Books
Smartphone,Electronics,32664.01,2.5,Electronics
Table Lamp,Home & Kitchen,14359.56,2.3,Home & Kitchen
Sneakers,Clothing,3632.93,2.1,Clothing
Mixer Grinder,Home & Kitchen,30519.71,3.2,Home & Kitchen
Sofa Cover,Home & Kitchen,999.54,3.2,Home & Kitchen
Mixer Grinder,Home & Kitchen,15481.49,2.1,Home & Kitchen
Table Lamp,Home & Kitchen,33814.72,1.3,Home & Kitchen
Table Lamp,Home & Kitchen,13559.39,3.6,Home & Kitchen
T-Shirt,Clothing,18461.51,4.4,Clothing
Smartphone,Electronics,22868.39,1.3,Electronics
Sofa Cover,Home & Kitchen,17795.7,4.2,Home & Kitchen
Perfume,Beauty,20095.19,2.7,Beauty
Cookware Set,Home & Kitchen,13998.81,2.7,Home & Kitchen
Mixer Grinder,Home & Kitchen,787.27,2.1,Home & Kitchen
Laptop,Electronics,47363.2,3.3,Electronics
Sneakers,Clothing,9655.03,1.5,Clothing
Cookware Set,Home & Kitchen,24151.49,4.8,Home & Kitchen
Comic Book,Books,3697.32,1.3,Books
Educational Book,Books,43840.04,3.0,Books
Sofa Cover,Home & Kitchen,6494.62,2.6,Home & Kitchen
Educational Book,Books,7761.67,4.8,Books
Hair Dryer,Beauty,43300.52,1.1,Beauty
Sofa Cover,Home & Kitchen,36583.04,2.0,Home & Kitchen
Smartwatch,Electronics,43298.08,1.6,Electronics
Self-Help Book,Books,47427.3,4.0,Books
Smartphone,Electronics,32950.95,2.2,Electronics
Face Cream,Beauty,14064.35,2.9,Beauty
Lipstick,Beauty,49911.75,3.1,Beauty
Headphones,Electronics,40986.82,3.5,Electronics
Sofa Cover,Home & Kitchen,32863.88,4.9,Home & Kitchen
Perfume,Beauty,37424.59,1.2,Beauty
Table Lamp,Home & Kitchen,36930.76,1.9,Home & Kitchen
Cookbook,Books,40379.73,3.8,Books
T-Shirt,Clothing,16938.75,3.2,Clothing
Dress,Clothing,2415.32,3.2,Clothing
Hair Dryer,Beauty,49127.14,1.0,Beauty
Jacket,Clothing,1416.84,1.8,Clothing
Hair Dryer,Beauty,21112.13,1.9,Beauty
Lipstick,Beauty,13061.91,1.9,Beauty
Self-Help Book,Books,7465.89,4.4,Books
Fiction Novel,Books,38005.05,4.0,Books
T-Shirt,Clothing,42307.18,4.1,Clothing
Mixer Grinder,Home & Kitchen,28727.4,4.7,Home & Kitchen
Hair Dryer,Beauty,8465.28,1.8,Beauty
Cookbook,Books,17194.75,1.9,Books
Sneakers,Clothing,26550.66,3.3,Clothing
Educational Book,Books,24335.78,3.1,Books
Sofa Cover,Home & Kitchen,17308.52,2.2,Home & Kitchen
Laptop,Electronics,18097.79,3.8,Electronics
Cookbook,Books,45792.57,3.1,Books
Hair Dryer,Beauty,35879.79,4.4,Beauty
Cookware Set,Home & Kitchen,16158.74,4.2,Home & Kitchen
Jeans,Clothing,15387.4,4.2,Clothing
Fiction Novel,Books,11134.83,3.2,Books
Face Cream,Beauty,49835.85,4.5,Beauty
Tablet,Electronics,1002.29,1.4,Electronics
Headphones,Electronics,26448.24,1.2,Electronics
Lipstick,Beauty,30650.46,1.6,Beauty
Mixer Grinder,Home & Kitchen,31978.03,3.7,Home & Kitchen
Dress,Clothing,45516.21,1.0,Clothing
Comic Book,Books,31922.03,2.5,Books
Lipstick,Beauty,3481.52,1.1,Beauty
Table Lamp,Home & Kitchen,27507.36,4.5,Home & Kitchen
Table Lamp,Home & Kitchen,34870.12,2.7,Home & Kitchen
Table Lamp,Home & Kitchen,11540.73,3.6,Home & Kitchen
Laptop,Electronics,2926.8,2.3,Electronics
Educational Book,Books,37341.95,4.8,Books
Table Lamp,Home & Kitchen,30100.73,1.7,Home & Kitchen
Jeans,Clothing,4442.1,2.8,Clothing
Bedsheet,Home & Kitchen,18657.99,1.7,Home & Kitchen
Shampoo,Beauty,41402.76,3.2,Beauty
Educational Book,Books,49796.61,4.1,Books
Perfume,Beauty,32712.91,4.2,Beauty
Face Cream,Beauty,26281.98,4.3,Beauty
Table Lamp,Home & Kitchen,30805.88,1.1,Home & Kitchen
Dress,Clothing,9045.23,4.6,Clothing
Headphones,Electronics,16003.38,4.1,Electronics
Jeans,Clothing,35139.53,2.9,Clothing
Fiction Novel,Books,13640.1,3.3,Books
Cookware Set,Home & Kitchen,5535.76,3.6,Home & Kitchen
Mixer Grinder,Home & Kitchen,1039.11,3.8,Home & Kitchen
Table Lamp,Home & Kitchen,41169.65,2.7,Home & Kitchen
Laptop,Electronics,21472.14,3.4,Electronics
Comic Book,Books,7936.7,3.1,Books
Jacket,Clothing,23939.92,2.1,Clothing
Jeans,Clothing,47480.71,3.1,Clothing
Sofa Cover,Home & Kitchen,8058.4,2.9,Home & Kitchen
Shampoo,Beauty,32369.52,2.7,Beauty
Jeans,Clothing,29604.77,3.7,Clothing
Jacket,Clothing,19927.72,3.7,Clothing
Comic Book,Books,42170.48,4.4,Books
Dress,Clothing,15950.41,1.5,Clothing
Fiction Novel,Books,791.45,1.2,Books
Jeans,Clothing,28534.99,1.8,Clothing
Mixer Grinder,Home & Kitchen,13371.43,1.2,Home & Kitchen
Laptop,Electronics,48073.8,4.1,Electronics
Fiction Novel,Books,15240.16,3.6,Books
Comic Book,Books,11216.38,2.8,Books
Fiction Novel,Books,540.63,3.5,Books
Smartwatch,Electronics,19845.72,4.0,Electronics
Jacket,Clothing,31486.57,3.0,Clothing
Smartwatch,Electronics,47899.72,4.0,Electronics
Educational Book,Books,39842.15,4.8,Books
Sneakers,Clothing,46101.14,4.0,Clothing
Fiction Novel,Books,46563.35,1.2,Books
Tablet,Electronics,35922.64,3.1,Electronics
Laptop,Electronics,33745.33,2.7,Electronics
Dress,Clothing,22870.53,1.4,Clothing
Sofa Cover,Home & Kitchen,29715.31,3.5,Home & Kitchen
Jeans,Clothing,15543.65,2.7,Clothing
Smartphone,Electronics,8234.32,1.9,Electronics
T-Shirt,Clothing,959.63,1.6,Clothing
Face Cream,Beauty,34969.69,4.0,Beauty
Headphones,Electronics,46553.58,2.3,Electronics
Face Cream,Beauty,33472.93,3.4,Beauty
Smartphone,Electronics,29781.11,3.6,Electronics
Cookware Set,Home & Kitchen,30564.98,3.8,Home & Kitchen
Sneakers,Clothing,42407.52,4.7,Clothing
Fiction Novel,Books,10435.03,3.1,Books
Headphones,Electronics,35278.46,1.2,Electronics
Smartphone,Electronics,34844.54,4.8,Electronics
Comic Book,Books,31159.76,1.1,Books
Dress,Clothing,27369.17,3.5,Clothing
Lipstick,Beauty,47055.28,3.0,Beauty
Laptop,Electronics,30706.15,2.9,Electronics
Hair Dryer,Beauty,659.73,3.5,Beauty
Perfume,Beauty,14341.13,1.5,Beauty
Educational Book,Books,22923.93,2.7,Books
Table Lamp,Home & Kitchen,20766.47,1.8,Home & Kitchen
Laptop,Electronics,36615.73,2.0,Electronics
T-Shirt,Clothing,879.25,4.9,Clothing
Bedsheet,Home & Kitchen,8571.55,3.9,Home & Kitchen
Headphones,Electronics,23125.33,3.7,Electronics
Educational Book,Books,5712.21,3.6,Books
T-Shirt,Clothing,1434.23,3.5,Clothing
Fiction Novel,Books,43163.16,1.9,Books
Sofa Cover,Home & Kitchen,38545.29,1.3,Home & Kitchen
Lipstick,Beauty,8188.18,1.3,Beauty
Table Lamp,Home & Kitchen,35763.48,3.7,Home & Kitchen
Cookware Set,Home & Kitchen,10818.91,1.8,Home & Kitchen
Perfume,Beauty,35506.41,1.2,Beauty
Tablet,Electronics,19010.38,1.5,Electronics
Fiction Novel,Books,29678.85,2.9,Books
Comic Book,Books,5412.9,2.1,Books
Jeans,Clothing,22890.95,3.0,Clothing
Jeans,Clothing,40905.69,1.9,Clothing
Bedsheet,Home & Kitchen,17253.67,4.6,Home & Kitchen
Educational Book,Books,27920.2,2.7,Books
Jacket,Clothing,46055.88,4.2,Clothing
Smartwatch,Electronics,49569.3,1.2,Electronics
Educational Book,Books,35948.16,2.5,Books
Fiction Novel,Books,9189.91,4.9,Books
Mixer Grinder,Home & Kitchen,6075.65,2.1,Home & Kitchen
Mixer Grinder,Home & Kitchen,25511.46,3.7,Home & Kitchen
Mixer Grinder,Home & Kitchen,5815.52,2.2,Home & Kitchen
Sneakers,Clothing,11479.89,2.5,Clothing
Smartphone,Electronics,28995.81,5.0,Electronics
Perfume,Beauty,32799.51,2.4,Beauty
Face Cream,Beauty,40840.8,3.1,Beauty
Cookware Set,Home & Kitchen,34741.79,3.2,Home & Kitchen
Table Lamp,Home & Kitchen,16698.12,1.6,Home & Kitchen
